InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
539476,20725,LUNCH BAG RED RETROSPOT,28,2022-12-21 00:00:00,1.54,10860,Germany
540438,21977,PACK OF 60 PINK PAISLEY CAKE CASES,10,2022-03-12 00:00:00,0.45,10669,Germany
540238,85099B,JUMBO BAG RED RETROSPOT,44,2023-10-08 00:00:00,1.51,10093,Australia
537887,21217,RED RETROSPOT MINI CASES,35,2023-09-24 00:00:00,0.7,10334,United Kingdom
540548,21258,VICTORIAN SEWING BOX LARGE,35,2022-05-14 00:00:00,8.06,10750,Canada
536640,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,48,2023-11-07 00:00:00,3.22,11368,Netherlands
539051,22175,GIN + TONIC DIET METAL SIGN,18,2022-10-22 00:00:00,2.17,10955,Singapore
537873,20725,LUNCH BAG RED RETROSPOT,14,2022-04-19 00:00:00,1.7,,United Kingdom
539653,22632,HAND WARMER RED POLKA DOT,44,2023-06-03 00:00:00,2.39,10035,France
540307,22726,ALARM CLOCK BAKELIKE RED,7,2023-09-02 00:00:00,4.25,10574,Japan
537763,22197,SMALL POPCORN HOLDER,13,2023-11-14 00:00:00,0.65,10308,United Kingdom
536555,21977,,46,2022-02-22 00:00:00,0.6,10219,United Kingdom
539457,23166,MEDIUM CERAMIC TOP STORAGE JAR,38,2023-12-15 00:00:00,1.42,10448,United Kingdom
539754,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,2022-11-03 00:00:00,2.84,10889,Belgium
538799,22086,PAPER CHAIN KIT CHRISTMAS DECORATIONS,30,2023-03-02 00:00:00,3.05,10551,Finland
540224,20719,WOODLAND CHARLOTTE BAG,12,2023-05-26 00:00:00,0.8,10388,United Kingdom
536982,21217,RED RETROSPOT MINI CASES,13,2023-05-25 00:00:00,1.01,,France
538720,84406B,CREAM CUPID HEARTS COAT HANGER,25,2023-12-07 00:00:00,3.48,11091,Italy
540712,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2023-02-18 00:00:00,3.03,11442,Germany
539515,23355,HOT WATER BOTTLE KEEP CALM,34,2022-12-26 00:00:00,4.84,11064,Switzerland
536635,23355,HOT WATER BOTTLE KEEP CALM,-14,2023-08-14 00:00:00,5.08,10584,United Kingdom
540158,22632,HAND WARMER RED POLKA DOT,2,2022-09-01 00:00:00,1.8,11495,Germany
540556,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2022-10-18 00:00:00,2.29,10653,Canada
540662,21217,RED RETROSPOT MINI CASES,18,2023-12-11 00:00:00,0.95,11370,Finland
538575,22720,SET OF 3 CAKE TINS PANTRY DESIGN,18,2023-03-18 00:00:00,5.33,10837,Netherlands
538602,22111,SCOTTIE DOG HOT WATER BOTTLE,45,2023-03-11 00:00:00,3.72,10283,United Kingdom
538653,22144,FINISH LINE ENAMEL MUG,25,2023-10-17 00:00:00,1.23,10695,Denmark
538472,22961,JAM MAKING SET PRINTED,11,2023-09-08 00:00:00,1.65,10561,Finland
536957,21258,VICTORIAN SEWING BOX LARGE,14,2023-11-21 00:00:00,8.66,10555,Netherlands
540437,22720,SET OF 3 CAKE TINS PANTRY DESIGN,46,2023-12-17 00:00:00,4.09,10723,France
536779,23228,SPACESHIP LAMP,24,2023-01-11 00:00:00,2.24,10991,Sweden
538826,23084,RABBIT NIGHT LIGHT,-9,2023-01-10 00:00:00,1.56,10388,United Kingdom
537899,21064,WOOD S/3 CABINET ANT WHITE,39,2022-11-26 00:00:00,13.71,10585,Australia
537662,23166,MEDIUM CERAMIC TOP STORAGE JAR,49,2022-10-03 00:00:00,1.47,10078,Norway
537463,21217,RED RETROSPOT MINI CASES,8,2022-03-21 00:00:00,0.73,10821,Spain
539405,23209,LUNCH BAG GINGHAM DESIGN,2,2023-12-17 00:00:00,1.92,10773,Norway
536493,22961,JAM MAKING SET PRINTED,38,2023-07-19 00:00:00,1.52,11207,USA
539662,21929,JUMBO BAG PINK POLKADOT,13,2022-10-29 00:00:00,1.83,10240,Norway
538922,21217,RED RETROSPOT MINI CASES,16,2022-08-28 00:00:00,0.89,11270,United Kingdom
536869,23228,SPACESHIP LAMP,29,2022-06-26 00:00:00,2.09,11071,Australia
538151,22382,LUNCH BOX WITH CUTLERY RETROSPOT,24,2022-11-19 00:00:00,2.23,,United Kingdom
537394,22632,HAND WARMER RED POLKA DOT,16,2023-08-02 00:00:00,1.96,10526,United Kingdom
539769,22720,SET OF 3 CAKE TINS PANTRY DESIGN,11,2022-12-25 00:00:00,4.99,11299,Belgium
537471,85099B,JUMBO BAG RED RETROSPOT,34,2023-07-01 00:00:00,1.44,10795,Germany
540486,22726,ALARM CLOCK BAKELIKE RED,11,2023-12-21 00:00:00,3.3,10934,United Kingdom
538125,21064,WOOD S/3 CABINET ANT WHITE,23,2023-11-07 00:00:00,20.09,10611,Germany
537597,22111,SCOTTIE DOG HOT WATER BOTTLE,29,2023-06-12 00:00:00,5.48,11106,United Kingdom
538537,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-22,2022-08-01 00:00:00,2.15,11225,Singapore
540617,23209,LUNCH BAG GINGHAM DESIGN,39,2023-11-08 00:00:00,1.74,10155,United Kingdom
538469,22726,ALARM CLOCK BAKELIKE RED,36,2023-05-20 00:00:00,3.54,11120,Germany
538379,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,34,2023-12-30 00:00:00,3.28,10611,Singapore
538241,20725,LUNCH BAG RED RETROSPOT,44,2022-07-29 00:00:00,1.89,10917,Norway
540757,21217,RED RETROSPOT MINI CASES,30,2022-07-14 00:00:00,0.69,11343,Germany
538406,22457,NATURAL SLATE HEART CHALKBOARD,16,2022-12-09 00:00:00,2.12,10861,Italy
539476,22632,HAND WARMER RED POLKA DOT,7,2023-10-10 00:00:00,2.5,11212,Singapore
536382,22720,SET OF 3 CAKE TINS PANTRY DESIGN,-28,2023-03-20 00:00:00,5.44,10091,Norway
539027,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,28,2023-11-19 00:00:00,1.8,10004,United Kingdom
540407,22175,GIN + TONIC DIET METAL SIGN,36,2022-01-15 00:00:00,2.2,11474,USA
538194,85099B,JUMBO BAG RED RETROSPOT,17,2022-08-30 00:00:00,1.83,10896,United Kingdom
539044,22900,SET 2 TEA TOWELS I LOVE LONDON,39,2023-04-21 00:00:00,2.49,10344,Belgium
540634,47566,PARTY BUNTING,41,2023-04-06 00:00:00,5.62,10724,United Kingdom
537887,21064,WOOD S/3 CABINET ANT WHITE,31,2022-01-29 00:00:00,19.41,10914,United Kingdom
539634,22457,NATURAL SLATE HEART CHALKBOARD,47,2023-09-05 00:00:00,1.95,11147,United Kingdom
537167,84406B,CREAM CUPID HEARTS COAT HANGER,29,2022-01-20 00:00:00,2.8,10222,Denmark
538695,20727,LUNCH BAG BLACK SKULL,8,2022-11-06 00:00:00,1.69,11242,Germany
538922,85099B,JUMBO BAG RED RETROSPOT,45,2023-10-11 00:00:00,1.85,10510,France
536420,23228,SPACESHIP LAMP,1,2023-09-02 00:00:00,2.54,10012,United Kingdom
538175,23203,LUNCH BAG APPLE DESIGN,9,2022-03-22 00:00:00,1.75,11390,Germany
538523,21064,WOOD S/3 CABINET ANT WHITE,32,2022-02-16 00:00:00,18.02,10285,Germany
537153,22382,LUNCH BOX WITH CUTLERY RETROSPOT,11,2023-10-03 00:00:00,2.44,,Switzerland
537942,22469,HEART OF WICKER SMALL,-23,2022-12-22 00:00:00,1.65,11488,United Kingdom
537363,21258,VICTORIAN SEWING BOX LARGE,15,2022-11-28 00:00:00,6.39,10943,United Kingdom
540114,23084,RABBIT NIGHT LIGHT,33,2022-12-19 00:00:00,2.0,11206,United Kingdom
539993,23228,SPACESHIP LAMP,46,2023-11-19 00:00:00,2.97,,United Kingdom
536780,20719,WOODLAND CHARLOTTE BAG,41,2023-10-13 00:00:00,0.75,11421,Australia
538950,23166,MEDIUM CERAMIC TOP STORAGE JAR,17,2022-10-01 00:00:00,1.31,10319,United Kingdom
540149,22175,GIN + TONIC DIET METAL SIGN,25,2022-11-22 00:00:00,1.85,10359,Norway
537665,21064,WOOD S/3 CABINET ANT WHITE,48,2022-11-01 00:00:00,16.99,10362,Sweden
538259,85099B,JUMBO BAG RED RETROSPOT,43,2023-12-27 00:00:00,1.89,11431,Belgium
539706,22144,FINISH LINE ENAMEL MUG,19,2022-01-09 00:00:00,1.14,10607,United Kingdom
538546,23203,LUNCH BAG APPLE DESIGN,20,2023-10-08 00:00:00,1.93,10773,United Kingdom
538475,22900,SET 2 TEA TOWELS I LOVE LONDON,24,2022-12-06 00:00:00,2.49,10028,Germany
540463,22616,PACK OF 12 LONDON TISSUES,18,2023-05-19 00:00:00,0.81,10228,Germany
539281,22726,ALARM CLOCK BAKELIKE RED,47,2022-04-30 00:00:00,4.29,10831,Japan
540634,21258,VICTORIAN SEWING BOX LARGE,2,2023-12-24 00:00:00,8.89,10435,Belgium
540150,21977,PACK OF 60 PINK PAISLEY CAKE CASES,48,2022-05-26 00:00:00,0.53,10722,United Kingdom
538079,20727,LUNCH BAG BLACK SKULL,4,2022-05-09 00:00:00,1.42,,United Kingdom
539633,22629,SPACEBOY LUNCH BOX,21,2023-11-27 00:00:00,1.57,11062,United Kingdom
538183,22382,LUNCH BOX WITH CUTLERY RETROSPOT,24,2022-12-10 00:00:00,3.0,10744,United Kingdom
538937,21929,JUMBO BAG PINK POLKADOT,28,2022-05-19 00:00:00,1.37,10376,Belgium
536850,21977,PACK OF 60 PINK PAISLEY CAKE CASES,46,2023-02-07 00:00:00,0.54,10012,Germany
537661,20727,LUNCH BAG BLACK SKULL,7,2023-08-27 00:00:00,1.95,10537,Germany
536852,22144,FINISH LINE ENAMEL MUG,2,2023-04-28 00:00:00,1.12,,Australia
540091,21212,PACK OF 72 RETROSPOT CAKE CASES,41,2022-10-28 00:00:00,0.63,10786,USA
538562,20725,LUNCH BAG RED RETROSPOT,16,2023-07-20 00:00:00,1.76,10446,United Kingdom
536687,20725,LUNCH BAG RED RETROSPOT,1,2022-10-17 00:00:00,1.56,11260,United Kingdom
537063,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,-8,2022-09-04 00:00:00,1.95,10363,Japan
540092,22086,PAPER CHAIN KIT CHRISTMAS DECORATIONS,15,2023-12-21 00:00:00,-0.01,11014,United Kingdom
536621,47566,PARTY BUNTING,17,2023-09-16 00:00:00,4.72,11339,United Kingdom
539466,22423,REGENCY CAKESTAND 3 TIER,7,2022-11-17 00:00:00,10.69,10109,USA
540388,22423,REGENCY CAKESTAND 3 TIER,5,2022-03-04 00:00:00,13.27,,United Kingdom
538969,22616,PACK OF 12 LONDON TISSUES,14,2023-10-28 00:00:00,0.93,10284,Denmark
537760,21977,PACK OF 60 PINK PAISLEY CAKE CASES,13,2023-12-07 00:00:00,0.57,11141,Germany
540081,21977,PACK OF 60 PINK PAISLEY CAKE CASES,19,2023-11-26 00:00:00,0.49,11496,Spain
539762,22632,HAND WARMER RED POLKA DOT,26,2022-06-20 00:00:00,2.12,11254,Germany
537715,23209,LUNCH BAG GINGHAM DESIGN,8,2022-03-24 00:00:00,1.43,10551,Japan
C538454,21217,,7,2022-11-04 00:00:00,0.81,10429,United Kingdom
539747,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,25,2023-11-16 00:00:00,1.56,11042,United Kingdom
537156,22616,,11,2023-08-27 00:00:00,0.92,10198,United Kingdom
540189,22961,JAM MAKING SET PRINTED,16,2023-07-31 00:00:00,1.71,11299,Denmark
538203,21930,JUMBO STORAGE BAG SUKI,48,2022-11-20 00:00:00,1.9,10312,United Kingdom
538040,21212,PACK OF 72 RETROSPOT CAKE CASES,30,2022-07-20 00:00:00,0.57,10894,Italy
540207,22197,SMALL POPCORN HOLDER,23,2022-10-16 00:00:00,0.78,10055,Germany
537617,22423,REGENCY CAKESTAND 3 TIER,43,2023-11-03 00:00:00,12.26,10420,United Kingdom
538232,20725,LUNCH BAG RED RETROSPOT,34,2023-12-12 00:00:00,1.55,10921,United Kingdom
537279,20727,LUNCH BAG BLACK SKULL,18,2022-05-12 00:00:00,1.69,10729,United Kingdom
536823,20725,LUNCH BAG RED RETROSPOT,-40,2022-10-22 00:00:00,1.65,10866,Finland
539487,47566,PARTY BUNTING,24,2022-12-12 00:00:00,4.68,10813,Australia
539910,23084,RABBIT NIGHT LIGHT,10,2023-10-21 00:00:00,1.71,10614,USA
537249,22720,SET OF 3 CAKE TINS PANTRY DESIGN,44,2023-02-17 00:00:00,4.61,10619,United Kingdom
540617,20719,WOODLAND CHARLOTTE BAG,26,2022-12-20 00:00:00,0.99,10579,France
538640,85099B,JUMBO BAG RED RETROSPOT,27,2022-02-18 00:00:00,1.51,,United Kingdom
537415,22632,HAND WARMER RED POLKA DOT,17,2023-01-10 00:00:00,2.34,10702,United Kingdom
538508,22175,GIN + TONIC DIET METAL SIGN,26,2023-03-03 00:00:00,2.01,11383,United Kingdom
537781,84997C,RECYCLED ACRYLIC BEAD NECKLACE,48,2022-07-14 00:00:00,1.26,10740,Norway
540121,22175,GIN + TONIC DIET METAL SIGN,17,2023-07-09 00:00:00,1.72,11078,Germany
537040,22423,REGENCY CAKESTAND 3 TIER,34,2022-12-23 00:00:00,11.7,10134,USA
536612,23228,SPACESHIP LAMP,23,2023-11-27 00:00:00,2.84,10087,Germany
540216,22629,SPACEBOY LUNCH BOX,16,2022-08-11 00:00:00,1.88,,Japan
538547,20725,LUNCH BAG RED RETROSPOT,31,2023-03-22 00:00:00,1.97,10597,France
537632,47566,PARTY BUNTING,13,2023-10-07 00:00:00,5.03,10196,Belgium
539864,22175,GIN + TONIC DIET METAL SIGN,37,2022-09-04 00:00:00,2.09,10518,United Kingdom
536761,20719,WOODLAND CHARLOTTE BAG,36,2023-09-28 00:00:00,0.81,10858,Netherlands
540470,20725,LUNCH BAG RED RETROSPOT,40,2023-11-10 00:00:00,1.71,,United Kingdom
539534,22900,SET 2 TEA TOWELS I LOVE LONDON,16,2023-12-06 00:00:00,-0.01,10094,United Kingdom
540467,22629,SPACEBOY LUNCH BOX,45,2022-11-02 00:00:00,1.64,10878,Canada
538679,22457,NATURAL SLATE HEART CHALKBOARD,48,2023-12-05 00:00:00,2.19,,Denmark
537853,84997C,RECYCLED ACRYLIC BEAD NECKLACE,39,2023-03-13 00:00:00,1.2,11136,United Kingdom
540860,20725,LUNCH BAG RED RETROSPOT,25,2023-01-15 00:00:00,1.93,10996,United Kingdom
538139,23355,HOT WATER BOTTLE KEEP CALM,3,2022-03-24 00:00:00,4.23,11394,France
536581,84406B,CREAM CUPID HEARTS COAT HANGER,32,2023-11-09 00:00:00,3.1,10531,Germany
537848,85123A,WHITE HANGING HEART T-LIGHT HOLDER,35,2022-10-05 00:00:00,2.35,11461,United Kingdom
539399,22423,REGENCY CAKESTAND 3 TIER,44,2022-10-06 00:00:00,12.61,10778,United Kingdom
C539193,22086,PAPER CHAIN KIT CHRISTMAS DECORATIONS,7,2023-11-16 00:00:00,2.47,11252,United Kingdom
540785,84406B,CREAM CUPID HEARTS COAT HANGER,34,2022-08-30 00:00:00,2.7,10082,USA
536818,20727,LUNCH BAG BLACK SKULL,4,2022-05-05 00:00:00,1.63,10076,United Kingdom
540769,22197,SMALL POPCORN HOLDER,44,2023-03-02 00:00:00,-0.01,10919,United Kingdom
536394,22382,LUNCH BOX WITH CUTLERY RETROSPOT,28,2022-10-15 00:00:00,2.37,10674,Norway
536607,23166,MEDIUM CERAMIC TOP STORAGE JAR,43,2023-11-17 00:00:00,1.09,11219,United Kingdom
537000,22629,SPACEBOY LUNCH BOX,21,2022-11-02 00:00:00,1.98,10772,Norway
540785,22726,ALARM CLOCK BAKELIKE RED,8,2022-01-24 00:00:00,3.78,,Belgium
539167,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,11,2023-07-18 00:00:00,1.82,11209,United Kingdom
540722,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,12,2023-07-01 00:00:00,1.44,11039,France
537908,47566,PARTY BUNTING,22,2023-08-11 00:00:00,4.08,11360,United Kingdom
540335,22111,SCOTTIE DOG HOT WATER BOTTLE,44,2022-02-17 00:00:00,4.23,11430,Netherlands
538628,20727,LUNCH BAG BLACK SKULL,49,2022-04-24 00:00:00,1.32,11156,France
539211,22423,REGENCY CAKESTAND 3 TIER,32,2023-12-16 00:00:00,14.5,11403,United Kingdom
C539121,23209,LUNCH BAG GINGHAM DESIGN,34,2023-12-08 00:00:00,1.51,,United Kingdom
538720,22469,HEART OF WICKER SMALL,24,2022-06-27 00:00:00,1.48,11034,Sweden
539749,22616,PACK OF 12 LONDON TISSUES,27,2023-01-15 00:00:00,0.73,,Germany
539197,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2023-06-16 00:00:00,4.59,11195,United Kingdom
538858,23355,HOT WATER BOTTLE KEEP CALM,40,2023-11-22 00:00:00,4.85,10495,USA
538375,22469,HEART OF WICKER SMALL,25,2023-02-12 00:00:00,1.42,10098,United Kingdom
540681,85099B,JUMBO BAG RED RETROSPOT,49,2023-07-09 00:00:00,1.68,10205,United Kingdom
538705,22616,PACK OF 12 LONDON TISSUES,19,2022-04-28 00:00:00,0.84,10661,Italy
538409,22726,ALARM CLOCK BAKELIKE RED,3,2022-11-03 00:00:00,3.39,10883,Singapore
539692,84997C,RECYCLED ACRYLIC BEAD NECKLACE,46,2022-12-04 00:00:00,1.14,11091,Germany
536981,23355,HOT WATER BOTTLE KEEP CALM,36,2023-12-11 00:00:00,3.91,,United Kingdom
539529,85099B,JUMBO BAG RED RETROSPOT,9,2022-06-05 00:00:00,1.81,10264,Germany
539821,22086,PAPER CHAIN KIT CHRISTMAS DECORATIONS,27,2023-03-29 00:00:00,2.11,11374,United Kingdom
539628,22469,HEART OF WICKER SMALL,13,2022-04-14 00:00:00,1.39,,Norway
540107,22900,SET 2 TEA TOWELS I LOVE LONDON,26,2022-10-09 00:00:00,3.29,10293,France
539237,23084,RABBIT NIGHT LIGHT,21,2022-09-26 00:00:00,1.41,11348,Germany
540705,22900,SET 2 TEA TOWELS I LOVE LONDON,7,2023-10-13 00:00:00,2.43,10268,Spain
539257,21217,RED RETROSPOT MINI CASES,2,2022-12-09 00:00:00,1.0,10055,United Kingdom
540767,21258,VICTORIAN SEWING BOX LARGE,27,2022-03-29 00:00:00,9.51,10937,Finland
537838,22175,GIN + TONIC DIET METAL SIGN,44,2022-05-11 00:00:00,2.25,10254,Netherlands
539667,22197,SMALL POPCORN HOLDER,3,2022-10-27 00:00:00,0.82,,United Kingdom
540579,22175,GIN + TONIC DIET METAL SIGN,39,2023-06-09 00:00:00,1.86,10503,United Kingdom
539208,22900,SET 2 TEA TOWELS I LOVE LONDON,20,2022-10-18 00:00:00,3.32,,Portugal
539426,22086,PAPER CHAIN KIT CHRISTMAS DECORATIONS,34,2022-12-15 00:00:00,2.92,10350,United Kingdom
537080,23355,HOT WATER BOTTLE KEEP CALM,4,2023-12-03 00:00:00,5.17,10900,United Kingdom
539699,22382,LUNCH BOX WITH CUTLERY RETROSPOT,17,2022-04-15 00:00:00,2.34,11463,United Kingdom
539698,22961,JAM MAKING SET PRINTED,48,2023-05-21 00:00:00,1.19,11075,Netherlands
539387,84406B,CREAM CUPID HEARTS COAT HANGER,32,2023-06-30 00:00:00,2.7,10315,Netherlands
539029,23166,MEDIUM CERAMIC TOP STORAGE JAR,36,2023-12-13 00:00:00,1.0,10428,Spain
536734,20719,WOODLAND CHARLOTTE BAG,47,2023-02-13 00:00:00,0.96,10642,Japan
540330,21929,JUMBO BAG PINK POLKADOT,6,2022-11-08 00:00:00,1.96,11415,Italy
538409,22632,HAND WARMER RED POLKA DOT,47,2022-02-22 00:00:00,1.8,10530,Australia
537358,23209,LUNCH BAG GINGHAM DESIGN,19,2022-01-08 00:00:00,1.82,11213,USA
540207,23355,HOT WATER BOTTLE KEEP CALM,1,2022-06-11 00:00:00,5.33,,Belgium
540152,22726,,38,2022-01-01 00:00:00,4.25,11464,Netherlands
538922,21217,RED RETROSPOT MINI CASES,11,2022-11-12 00:00:00,0.75,,United Kingdom
538266,23203,LUNCH BAG APPLE DESIGN,6,2023-11-16 00:00:00,1.84,,Australia
539305,22616,PACK OF 12 LONDON TISSUES,48,2023-10-07 00:00:00,0.96,10835,Switzerland
538905,23203,LUNCH BAG APPLE DESIGN,8,2023-03-02 00:00:00,1.53,11327,United Kingdom
540689,22616,PACK OF 12 LONDON TISSUES,24,2023-03-05 00:00:00,0.81,,Singapore
539831,84406B,,3,2023-12-12 00:00:00,3.13,11031,United Kingdom
536964,23228,SPACESHIP LAMP,38,2023-10-06 00:00:00,2.18,11276,United Kingdom
536819,21258,VICTORIAN SEWING BOX LARGE,25,2022-07-23 00:00:00,7.07,10526,United Kingdom
539912,22726,ALARM CLOCK BAKELIKE RED,39,2022-07-22 00:00:00,3.53,10836,United Kingdom
540681,23209,LUNCH BAG GINGHAM DESIGN,44,2022-11-16 00:00:00,1.45,10226,France
537472,22423,REGENCY CAKESTAND 3 TIER,25,2023-03-28 00:00:00,11.92,10549,France
540214,84406B,CREAM CUPID HEARTS COAT HANGER,48,2023-10-25 00:00:00,2.78,10171,Switzerland
536424,21212,PACK OF 72 RETROSPOT CAKE CASES,-9,2023-08-25 00:00:00,0.6,10671,Netherlands
540474,21217,RED RETROSPOT MINI CASES,47,2022-08-28 00:00:00,0.85,11403,Germany
540426,20727,LUNCH BAG BLACK SKULL,28,2022-01-29 00:00:00,1.61,11281,United Kingdom
540710,20725,LUNCH BAG RED RETROSPOT,2,2023-05-26 00:00:00,1.32,11439,Portugal
538941,23203,LUNCH BAG APPLE DESIGN,47,2023-11-26 00:00:00,1.78,10805,United Kingdom
536893,22616,PACK OF 12 LONDON TISSUES,9,2023-11-16 00:00:00,0.69,10652,United Kingdom
540430,20727,LUNCH BAG BLACK SKULL,4,2022-11-08 00:00:00,1.76,10965,United Kingdom
538273,22111,SCOTTIE DOG HOT WATER BOTTLE,26,2023-12-02 00:00:00,4.6,,Germany
539326,22423,REGENCY CAKESTAND 3 TIER,30,2022-02-27 00:00:00,12.47,10096,United Kingdom
539378,84406B,CREAM CUPID HEARTS COAT HANGER,4,2023-12-23 00:00:00,3.26,10599,United Kingdom
538882,21258,VICTORIAN SEWING BOX LARGE,24,2022-02-28 00:00:00,8.85,10076,Australia
540668,21977,PACK OF 60 PINK PAISLEY CAKE CASES,47,2023-09-26 00:00:00,0.52,10828,United Kingdom
537775,21977,PACK OF 60 PINK PAISLEY CAKE CASES,10,2023-11-06 00:00:00,0.46,10567,United Kingdom
539359,22197,SMALL POPCORN HOLDER,24,2023-04-06 00:00:00,0.72,11223,Germany
538505,85099B,JUMBO BAG RED RETROSPOT,26,2023-11-27 00:00:00,1.35,10435,United Kingdom
C539322,22900,SET 2 TEA TOWELS I LOVE LONDON,3,2023-11-09 00:00:00,3.46,10750,United Kingdom
538253,22720,SET OF 3 CAKE TINS PANTRY DESIGN,9,2022-03-21 00:00:00,4.87,10315,United Kingdom
536593,20727,LUNCH BAG BLACK SKULL,9,2022-12-08 00:00:00,1.51,10566,Switzerland
539171,23084,RABBIT NIGHT LIGHT,27,2022-10-02 00:00:00,1.35,10847,Australia
540458,21929,JUMBO BAG PINK POLKADOT,12,2023-11-08 00:00:00,1.46,11205,Finland
540443,22469,HEART OF WICKER SMALL,37,2022-11-18 00:00:00,1.26,10105,United Kingdom
540475,22469,HEART OF WICKER SMALL,14,2023-02-24 00:00:00,1.43,10972,United Kingdom
540512,21258,VICTORIAN SEWING BOX LARGE,45,2022-04-15 00:00:00,7.36,11077,Sweden
539889,22961,JAM MAKING SET PRINTED,46,2022-09-14 00:00:00,1.24,10653,United Kingdom
539659,20719,WOODLAND CHARLOTTE BAG,36,2022-03-22 00:00:00,0.77,11245,United Kingdom
536565,20719,WOODLAND CHARLOTTE BAG,17,2023-10-15 00:00:00,0.86,10782,United Kingdom
538676,22961,JAM MAKING SET PRINTED,17,2023-04-02 00:00:00,1.32,10529,Italy
539634,22726,ALARM CLOCK BAKELIKE RED,17,2023-02-01 00:00:00,4.46,10550,USA
537576,21930,JUMBO STORAGE BAG SUKI,17,2022-07-16 00:00:00,2.15,11259,Switzerland
539847,23228,SPACESHIP LAMP,46,2022-11-16 00:00:00,2.59,10059,Germany
536892,23209,LUNCH BAG GINGHAM DESIGN,47,2023-07-22 00:00:00,1.81,,United Kingdom
537058,84406B,CREAM CUPID HEARTS COAT HANGER,49,2022-02-25 00:00:00,3.38,10619,Finland
537817,22457,NATURAL SLATE HEART CHALKBOARD,27,2022-06-06 00:00:00,2.16,11178,Norway
537505,22175,GIN + TONIC DIET METAL SIGN,19,2023-04-25 00:00:00,2.32,10158,United Kingdom
537077,21064,WOOD S/3 CABINET ANT WHITE,1,2022-11-22 00:00:00,18.2,10361,United Kingdom
539232,23228,SPACESHIP LAMP,42,2023-08-06 00:00:00,2.15,11467,United Kingdom
536855,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,2023-03-04 00:00:00,2.96,10393,United Kingdom
538857,22111,SCOTTIE DOG HOT WATER BOTTLE,-33,2022-06-18 00:00:00,5.01,10451,France
537664,22457,NATURAL SLATE HEART CHALKBOARD,1,2022-11-14 00:00:00,1.98,11334,United Kingdom
537992,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,18,2023-05-09 00:00:00,1.39,10032,United Kingdom
540670,22144,FINISH LINE ENAMEL MUG,48,2023-11-03 00:00:00,1.04,10632,United Kingdom
538079,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,46,2023-08-05 00:00:00,3.66,10341,United Kingdom
538367,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,2023-12-07 00:00:00,3.19,10550,Germany
539345,21217,RED RETROSPOT MINI CASES,35,2022-10-12 00:00:00,0.75,10427,United Kingdom
536373,84997C,RECYCLED ACRYLIC BEAD NECKLACE,16,2023-10-06 00:00:00,0.9,10125,Germany
538962,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,20,2023-07-19 00:00:00,1.61,10673,United Kingdom
536559,21217,RED RETROSPOT MINI CASES,17,2022-02-04 00:00:00,0.77,10070,Australia
537245,85099B,JUMBO BAG RED RETROSPOT,27,2023-07-03 00:00:00,1.33,11175,Denmark
538768,23203,LUNCH BAG APPLE DESIGN,32,2022-06-08 00:00:00,1.64,,United Kingdom
540453,23228,,47,2022-03-13 00:00:00,2.2,,France
538983,22720,SET OF 3 CAKE TINS PANTRY DESIGN,10,2022-12-13 00:00:00,5.84,10290,Spain
536716,22961,JAM MAKING SET PRINTED,-34,2022-11-11 00:00:00,1.42,10242,Finland
540229,22457,NATURAL SLATE HEART CHALKBOARD,7,2022-12-12 00:00:00,2.12,10871,United Kingdom
537014,20719,WOODLAND CHARLOTTE BAG,-24,2023-10-19 00:00:00,0.84,11352,Germany
538299,84406B,CREAM CUPID HEARTS COAT HANGER,44,2022-06-25 00:00:00,2.99,10192,United Kingdom
539120,22382,LUNCH BOX WITH CUTLERY RETROSPOT,12,2023-11-11 00:00:00,2.99,11186,Canada
536915,85123A,WHITE HANGING HEART T-LIGHT HOLDER,38,2023-08-16 00:00:00,2.36,10594,United Kingdom
539408,22382,LUNCH BOX WITH CUTLERY RETROSPOT,11,2022-03-18 00:00:00,2.19,10485,United Kingdom
538912,21212,PACK OF 72 RETROSPOT CAKE CASES,46,2022-09-27 00:00:00,0.61,10995,Netherlands
540687,22720,SET OF 3 CAKE TINS PANTRY DESIGN,20,2022-06-08 00:00:00,4.38,11174,United Kingdom
540000,23228,SPACESHIP LAMP,32,2022-06-13 00:00:00,2.42,11109,Australia
538672,22197,SMALL POPCORN HOLDER,32,2022-01-27 00:00:00,0.6,10783,France
