InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,OrderYear,OrderMonth,OrderDay,OrderDayOfWeek,YearMonth
539769,22720,SET OF 3 CAKE TINS PANTRY DESIGN,11,2022-12-25,4.99,11299,Belgium,54.89,2022,12,25,Sunday,2022-12
537471,85099B,JUMBO BAG RED RETROSPOT,34,2023-07-01,1.44,10795,Germany,48.96,2023,7,1,Saturday,2023-07
540486,22726,ALARM CLOCK BAKELIKE RED,11,2023-12-21,3.3,10934,United Kingdom,36.3,2023,12,21,Thursday,2023-12
538125,21064,WOOD S/3 CABINET ANT WHITE,23,2023-11-07,20.09,10611,Germany,462.07,2023,11,7,Tuesday,2023-11
537597,22111,SCOTTIE DOG HOT WATER BOTTLE,29,2023-06-12,5.48,11106,United Kingdom,158.92,2023,6,12,Monday,2023-06
540617,23209,LUNCH BAG GINGHAM DESIGN,39,2023-11-08,1.74,10155,United Kingdom,67.86,2023,11,8,Wednesday,2023-11
538469,22726,ALARM CLOCK BAKELIKE RED,36,2023-05-20,3.54,11120,Germany,127.44,2023,5,20,Saturday,2023-05
538379,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,34,2023-12-30,3.28,10611,Singapore,111.52,2023,12,30,Saturday,2023-12
538241,20725,LUNCH BAG RED RETROSPOT,44,2022-07-29,1.89,10917,Norway,83.16,2022,7,29,Friday,2022-07
540757,21217,RED RETROSPOT MINI CASES,30,2022-07-14,0.69,11343,Germany,20.7,2022,7,14,Thursday,2022-07
538406,22457,NATURAL SLATE HEART CHALKBOARD,16,2022-12-09,2.12,10861,Italy,33.92,2022,12,9,Friday,2022-12
539476,22632,HAND WARMER RED POLKA DOT,7,2023-10-10,2.5,11212,Singapore,17.5,2023,10,10,Tuesday,2023-10
539027,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,28,2023-11-19,1.8,10004,United Kingdom,50.4,2023,11,19,Sunday,2023-11
540407,22175,GIN + TONIC DIET METAL SIGN,36,2022-01-15,2.2,11474,USA,79.2,2022,1,15,Saturday,2022-01
538194,85099B,JUMBO BAG RED RETROSPOT,17,2022-08-30,1.83,10896,United Kingdom,31.11,2022,8,30,Tuesday,2022-08
539044,22900,SET 2 TEA TOWELS I LOVE LONDON,39,2023-04-21,2.49,10344,Belgium,97.11,2023,4,21,Friday,2023-04
540634,47566,PARTY BUNTING,41,2023-04-06,5.62,10724,United Kingdom,230.42,2023,4,6,Thursday,2023-04
537887,21064,WOOD S/3 CABINET ANT WHITE,31,2022-01-29,19.41,10914,United Kingdom,601.71,2022,1,29,Saturday,2022-01
539634,22457,NATURAL SLATE HEART CHALKBOARD,47,2023-09-05,1.95,11147,United Kingdom,91.65,2023,9,5,Tuesday,2023-09
537167,84406B,CREAM CUPID HEARTS COAT HANGER,29,2022-01-20,2.8,10222,Denmark,81.2,2022,1,20,Thursday,2022-01
538695,20727,LUNCH BAG BLACK SKULL,8,2022-11-06,1.69,11242,Germany,13.52,2022,11,6,Sunday,2022-11
538922,85099B,JUMBO BAG RED RETROSPOT,45,2023-10-11,1.85,10510,France,83.25,2023,10,11,Wednesday,2023-10
536420,23228,SPACESHIP LAMP,1,2023-09-02,2.54,10012,United Kingdom,2.54,2023,9,2,Saturday,2023-09
538175,23203,LUNCH BAG APPLE DESIGN,9,2022-03-22,1.75,11390,Germany,15.75,2022,3,22,Tuesday,2022-03
538523,21064,WOOD S/3 CABINET ANT WHITE,32,2022-02-16,18.02,10285,Germany,576.64,2022,2,16,Wednesday,2022-02
537363,21258,VICTORIAN SEWING BOX LARGE,15,2022-11-28,6.39,10943,United Kingdom,95.85,2022,11,28,Monday,2022-11
540114,23084,RABBIT NIGHT LIGHT,33,2022-12-19,2.0,11206,United Kingdom,66.0,2022,12,19,Monday,2022-12
536780,20719,WOODLAND CHARLOTTE BAG,41,2023-10-13,0.75,11421,Australia,30.75,2023,10,13,Friday,2023-10
538950,23166,MEDIUM CERAMIC TOP STORAGE JAR,17,2022-10-01,1.31,10319,United Kingdom,22.27,2022,10,1,Saturday,2022-10
540149,22175,GIN + TONIC DIET METAL SIGN,25,2022-11-22,1.85,10359,Norway,46.25,2022,11,22,Tuesday,2022-11
537665,21064,WOOD S/3 CABINET ANT WHITE,48,2022-11-01,16.99,10362,Sweden,815.52,2022,11,1,Tuesday,2022-11
538259,85099B,JUMBO BAG RED RETROSPOT,43,2023-12-27,1.89,11431,Belgium,81.27,2023,12,27,Wednesday,2023-12
539706,22144,FINISH LINE ENAMEL MUG,19,2022-01-09,1.14,10607,United Kingdom,21.66,2022,1,9,Sunday,2022-01
538546,23203,LUNCH BAG APPLE DESIGN,20,2023-10-08,1.93,10773,United Kingdom,38.6,2023,10,8,Sunday,2023-10
538475,22900,SET 2 TEA TOWELS I LOVE LONDON,24,2022-12-06,2.49,10028,Germany,59.76,2022,12,6,Tuesday,2022-12
540463,22616,PACK OF 12 LONDON TISSUES,18,2023-05-19,0.81,10228,Germany,14.58,2023,5,19,Friday,2023-05
539281,22726,ALARM CLOCK BAKELIKE RED,47,2022-04-30,4.29,10831,Japan,201.63,2022,4,30,Saturday,2022-04
540634,21258,VICTORIAN SEWING BOX LARGE,2,2023-12-24,8.89,10435,Belgium,17.78,2023,12,24,Sunday,2023-12
540150,21977,PACK OF 60 PINK PAISLEY CAKE CASES,48,2022-05-26,0.53,10722,United Kingdom,25.44,2022,5,26,Thursday,2022-05
538183,22382,LUNCH BOX WITH CUTLERY RETROSPOT,24,2022-12-10,3.0,10744,United Kingdom,72.0,2022,12,10,Saturday,2022-12
538937,21929,JUMBO BAG PINK POLKADOT,28,2022-05-19,1.37,10376,Belgium,38.36,2022,5,19,Thursday,2022-05
536850,21977,PACK OF 60 PINK PAISLEY CAKE CASES,46,2023-02-07,0.54,10012,Germany,24.84,2023,2,7,Tuesday,2023-02
537661,20727,LUNCH BAG BLACK SKULL,7,2023-08-27,1.95,10537,Germany,13.65,2023,8,27,Sunday,2023-08
540091,21212,PACK OF 72 RETROSPOT CAKE CASES,41,2022-10-28,0.63,10786,USA,25.83,2022,10,28,Friday,2022-10
538562,20725,LUNCH BAG RED RETROSPOT,16,2023-07-20,1.76,10446,United Kingdom,28.16,2023,7,20,Thursday,2023-07
536687,20725,LUNCH BAG RED RETROSPOT,1,2022-10-17,1.56,11260,United Kingdom,1.56,2022,10,17,Monday,2022-10
536621,47566,PARTY BUNTING,17,2023-09-16,4.72,11339,United Kingdom,80.24,2023,9,16,Saturday,2023-09
539466,22423,REGENCY CAKESTAND 3 TIER,7,2022-11-17,10.69,10109,USA,74.83,2022,11,17,Thursday,2022-11
538969,22616,PACK OF 12 LONDON TISSUES,14,2023-10-28,0.93,10284,Denmark,13.02,2023,10,28,Saturday,2023-10
537760,21977,PACK OF 60 PINK PAISLEY CAKE CASES,13,2023-12-07,0.57,11141,Germany,7.41,2023,12,7,Thursday,2023-12
540081,21977,PACK OF 60 PINK PAISLEY CAKE CASES,19,2023-11-26,0.49,11496,Spain,9.31,2023,11,26,Sunday,2023-11
539762,22632,HAND WARMER RED POLKA DOT,26,2022-06-20,2.12,11254,Germany,55.12,2022,6,20,Monday,2022-06
537715,23209,LUNCH BAG GINGHAM DESIGN,8,2022-03-24,1.43,10551,Japan,11.44,2022,3,24,Thursday,2022-03
539747,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,25,2023-11-16,1.56,11042,United Kingdom,39.0,2023,11,16,Thursday,2023-11
537156,22616,Unknown Product,11,2023-08-27,0.92,10198,United Kingdom,10.12,2023,8,27,Sunday,2023-08
540189,22961,JAM MAKING SET PRINTED,16,2023-07-31,1.71,11299,Denmark,27.36,2023,7,31,Monday,2023-07
538203,21930,JUMBO STORAGE BAG SUKI,48,2022-11-20,1.9,10312,United Kingdom,91.2,2022,11,20,Sunday,2022-11
538040,21212,PACK OF 72 RETROSPOT CAKE CASES,30,2022-07-20,0.57,10894,Italy,17.1,2022,7,20,Wednesday,2022-07
540207,22197,SMALL POPCORN HOLDER,23,2022-10-16,0.78,10055,Germany,17.94,2022,10,16,Sunday,2022-10
537617,22423,REGENCY CAKESTAND 3 TIER,43,2023-11-03,12.26,10420,United Kingdom,527.18,2023,11,3,Friday,2023-11
538232,20725,LUNCH BAG RED RETROSPOT,34,2023-12-12,1.55,10921,United Kingdom,52.7,2023,12,12,Tuesday,2023-12
537279,20727,LUNCH BAG BLACK SKULL,18,2022-05-12,1.69,10729,United Kingdom,30.42,2022,5,12,Thursday,2022-05
539910,23084,RABBIT NIGHT LIGHT,10,2023-10-21,1.71,10614,USA,17.1,2023,10,21,Saturday,2023-10
537249,22720,SET OF 3 CAKE TINS PANTRY DESIGN,44,2023-02-17,4.61,10619,United Kingdom,202.84,2023,2,17,Friday,2023-02
540617,20719,WOODLAND CHARLOTTE BAG,26,2022-12-20,0.99,10579,France,25.74,2022,12,20,Tuesday,2022-12
537415,22632,HAND WARMER RED POLKA DOT,17,2023-01-10,2.34,10702,United Kingdom,39.78,2023,1,10,Tuesday,2023-01
538508,22175,GIN + TONIC DIET METAL SIGN,26,2023-03-03,2.01,11383,United Kingdom,52.26,2023,3,3,Friday,2023-03
537781,84997C,RECYCLED ACRYLIC BEAD NECKLACE,48,2022-07-14,1.26,10740,Norway,60.48,2022,7,14,Thursday,2022-07
540121,22175,GIN + TONIC DIET METAL SIGN,17,2023-07-09,1.72,11078,Germany,29.24,2023,7,9,Sunday,2023-07
537040,22423,REGENCY CAKESTAND 3 TIER,34,2022-12-23,11.7,10134,USA,397.8,2022,12,23,Friday,2022-12
536612,23228,SPACESHIP LAMP,23,2023-11-27,2.84,10087,Germany,65.32,2023,11,27,Monday,2023-11
538547,20725,LUNCH BAG RED RETROSPOT,31,2023-03-22,1.97,10597,France,61.07,2023,3,22,Wednesday,2023-03
539864,22175,GIN + TONIC DIET METAL SIGN,37,2022-09-04,2.09,10518,United Kingdom,77.33,2022,9,4,Sunday,2022-09
536761,20719,WOODLAND CHARLOTTE BAG,36,2023-09-28,0.81,10858,Netherlands,29.16,2023,9,28,Thursday,2023-09
540467,22629,SPACEBOY LUNCH BOX,45,2022-11-02,1.64,10878,Canada,73.8,2022,11,2,Wednesday,2022-11
537853,84997C,RECYCLED ACRYLIC BEAD NECKLACE,39,2023-03-13,1.2,11136,United Kingdom,46.8,2023,3,13,Monday,2023-03
540860,20725,LUNCH BAG RED RETROSPOT,25,2023-01-15,1.93,10996,United Kingdom,48.25,2023,1,15,Sunday,2023-01
538139,23355,HOT WATER BOTTLE KEEP CALM,3,2022-03-24,4.23,11394,France,12.69,2022,3,24,Thursday,2022-03
537848,85123A,WHITE HANGING HEART T-LIGHT HOLDER,35,2022-10-05,2.35,11461,United Kingdom,82.25,2022,10,5,Wednesday,2022-10
539399,22423,REGENCY CAKESTAND 3 TIER,44,2022-10-06,12.61,10778,United Kingdom,554.84,2022,10,6,Thursday,2022-10
540785,84406B,CREAM CUPID HEARTS COAT HANGER,34,2022-08-30,2.7,10082,USA,91.8,2022,8,30,Tuesday,2022-08
536818,20727,LUNCH BAG BLACK SKULL,4,2022-05-05,1.63,10076,United Kingdom,6.52,2022,5,5,Thursday,2022-05
536394,22382,LUNCH BOX WITH CUTLERY RETROSPOT,28,2022-10-15,2.37,10674,Norway,66.36,2022,10,15,Saturday,2022-10
536607,23166,MEDIUM CERAMIC TOP STORAGE JAR,43,2023-11-17,1.09,11219,United Kingdom,46.87,2023,11,17,Friday,2023-11
537000,22629,SPACEBOY LUNCH BOX,21,2022-11-02,1.98,10772,Norway,41.58,2022,11,2,Wednesday,2022-11
539167,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,11,2023-07-18,1.82,11209,United Kingdom,20.02,2023,7,18,Tuesday,2023-07
540722,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,12,2023-07-01,1.44,11039,France,17.28,2023,7,1,Saturday,2023-07
537908,47566,PARTY BUNTING,22,2023-08-11,4.08,11360,United Kingdom,89.76,2023,8,11,Friday,2023-08
540335,22111,SCOTTIE DOG HOT WATER BOTTLE,44,2022-02-17,4.23,11430,Netherlands,186.12,2022,2,17,Thursday,2022-02
538628,20727,LUNCH BAG BLACK SKULL,49,2022-04-24,1.32,11156,France,64.68,2022,4,24,Sunday,2022-04
539211,22423,REGENCY CAKESTAND 3 TIER,32,2023-12-16,14.5,11403,United Kingdom,464.0,2023,12,16,Saturday,2023-12
538720,22469,HEART OF WICKER SMALL,24,2022-06-27,1.48,11034,Sweden,35.52,2022,6,27,Monday,2022-06
539197,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2023-06-16,4.59,11195,United Kingdom,18.36,2023,6,16,Friday,2023-06
538858,23355,HOT WATER BOTTLE KEEP CALM,40,2023-11-22,4.85,10495,USA,194.0,2023,11,22,Wednesday,2023-11
538375,22469,HEART OF WICKER SMALL,25,2023-02-12,1.42,10098,United Kingdom,35.5,2023,2,12,Sunday,2023-02
540681,85099B,JUMBO BAG RED RETROSPOT,49,2023-07-09,1.68,10205,United Kingdom,82.32,2023,7,9,Sunday,2023-07
538705,22616,PACK OF 12 LONDON TISSUES,19,2022-04-28,0.84,10661,Italy,15.96,2022,4,28,Thursday,2022-04
538409,22726,ALARM CLOCK BAKELIKE RED,3,2022-11-03,3.39,10883,Singapore,10.17,2022,11,3,Thursday,2022-11
539692,84997C,RECYCLED ACRYLIC BEAD NECKLACE,46,2022-12-04,1.14,11091,Germany,52.44,2022,12,4,Sunday,2022-12
539529,85099B,JUMBO BAG RED RETROSPOT,9,2022-06-05,1.81,10264,Germany,16.29,2022,6,5,Sunday,2022-06
539821,22086,PAPER CHAIN KIT CHRISTMAS DECORATIONS,27,2023-03-29,2.11,11374,United Kingdom,56.97,2023,3,29,Wednesday,2023-03
540107,22900,SET 2 TEA TOWELS I LOVE LONDON,26,2022-10-09,3.29,10293,France,85.54,2022,10,9,Sunday,2022-10
539237,23084,RABBIT NIGHT LIGHT,21,2022-09-26,1.41,11348,Germany,29.61,2022,9,26,Monday,2022-09
540705,22900,SET 2 TEA TOWELS I LOVE LONDON,7,2023-10-13,2.43,10268,Spain,17.01,2023,10,13,Friday,2023-10
539257,21217,RED RETROSPOT MINI CASES,2,2022-12-09,1.0,10055,United Kingdom,2.0,2022,12,9,Friday,2022-12
540767,21258,VICTORIAN SEWING BOX LARGE,27,2022-03-29,9.51,10937,Finland,256.77,2022,3,29,Tuesday,2022-03
537838,22175,GIN + TONIC DIET METAL SIGN,44,2022-05-11,2.25,10254,Netherlands,99.0,2022,5,11,Wednesday,2022-05
540579,22175,GIN + TONIC DIET METAL SIGN,39,2023-06-09,1.86,10503,United Kingdom,72.54,2023,6,9,Friday,2023-06
539426,22086,PAPER CHAIN KIT CHRISTMAS DECORATIONS,34,2022-12-15,2.92,10350,United Kingdom,99.28,2022,12,15,Thursday,2022-12
537080,23355,HOT WATER BOTTLE KEEP CALM,4,2023-12-03,5.17,10900,United Kingdom,20.68,2023,12,3,Sunday,2023-12
539699,22382,LUNCH BOX WITH CUTLERY RETROSPOT,17,2022-04-15,2.34,11463,United Kingdom,39.78,2022,4,15,Friday,2022-04
539698,22961,JAM MAKING SET PRINTED,48,2023-05-21,1.19,11075,Netherlands,57.12,2023,5,21,Sunday,2023-05
539387,84406B,CREAM CUPID HEARTS COAT HANGER,32,2023-06-30,2.7,10315,Netherlands,86.4,2023,6,30,Friday,2023-06
539029,23166,MEDIUM CERAMIC TOP STORAGE JAR,36,2023-12-13,1.0,10428,Spain,36.0,2023,12,13,Wednesday,2023-12
536734,20719,WOODLAND CHARLOTTE BAG,47,2023-02-13,0.96,10642,Japan,45.12,2023,2,13,Monday,2023-02
540330,21929,JUMBO BAG PINK POLKADOT,6,2022-11-08,1.96,11415,Italy,11.76,2022,11,8,Tuesday,2022-11
538409,22632,HAND WARMER RED POLKA DOT,47,2022-02-22,1.8,10530,Australia,84.6,2022,2,22,Tuesday,2022-02
537358,23209,LUNCH BAG GINGHAM DESIGN,19,2022-01-08,1.82,11213,USA,34.58,2022,1,8,Saturday,2022-01
540152,22726,Unknown Product,38,2022-01-01,4.25,11464,Netherlands,161.5,2022,1,1,Saturday,2022-01
539305,22616,PACK OF 12 LONDON TISSUES,48,2023-10-07,0.96,10835,Switzerland,46.08,2023,10,7,Saturday,2023-10
538905,23203,LUNCH BAG APPLE DESIGN,8,2023-03-02,1.53,11327,United Kingdom,12.24,2023,3,2,Thursday,2023-03
539831,84406B,Unknown Product,3,2023-12-12,3.13,11031,United Kingdom,9.39,2023,12,12,Tuesday,2023-12
536964,23228,SPACESHIP LAMP,38,2023-10-06,2.18,11276,United Kingdom,82.84,2023,10,6,Friday,2023-10
536819,21258,VICTORIAN SEWING BOX LARGE,25,2022-07-23,7.07,10526,United Kingdom,176.75,2022,7,23,Saturday,2022-07
539912,22726,ALARM CLOCK BAKELIKE RED,39,2022-07-22,3.53,10836,United Kingdom,137.67,2022,7,22,Friday,2022-07
540681,23209,LUNCH BAG GINGHAM DESIGN,44,2022-11-16,1.45,10226,France,63.8,2022,11,16,Wednesday,2022-11
537472,22423,REGENCY CAKESTAND 3 TIER,25,2023-03-28,11.92,10549,France,298.0,2023,3,28,Tuesday,2023-03
540214,84406B,CREAM CUPID HEARTS COAT HANGER,48,2023-10-25,2.78,10171,Switzerland,133.44,2023,10,25,Wednesday,2023-10
540474,21217,RED RETROSPOT MINI CASES,47,2022-08-28,0.85,11403,Germany,39.95,2022,8,28,Sunday,2022-08
540426,20727,LUNCH BAG BLACK SKULL,28,2022-01-29,1.61,11281,United Kingdom,45.08,2022,1,29,Saturday,2022-01
540710,20725,LUNCH BAG RED RETROSPOT,2,2023-05-26,1.32,11439,Portugal,2.64,2023,5,26,Friday,2023-05
538941,23203,LUNCH BAG APPLE DESIGN,47,2023-11-26,1.78,10805,United Kingdom,83.66,2023,11,26,Sunday,2023-11
536893,22616,PACK OF 12 LONDON TISSUES,9,2023-11-16,0.69,10652,United Kingdom,6.21,2023,11,16,Thursday,2023-11
540430,20727,LUNCH BAG BLACK SKULL,4,2022-11-08,1.76,10965,United Kingdom,7.04,2022,11,8,Tuesday,2022-11
539326,22423,REGENCY CAKESTAND 3 TIER,30,2022-02-27,12.47,10096,United Kingdom,374.1,2022,2,27,Sunday,2022-02
539378,84406B,CREAM CUPID HEARTS COAT HANGER,4,2023-12-23,3.26,10599,United Kingdom,13.04,2023,12,23,Saturday,2023-12
538882,21258,VICTORIAN SEWING BOX LARGE,24,2022-02-28,8.85,10076,Australia,212.4,2022,2,28,Monday,2022-02
540668,21977,PACK OF 60 PINK PAISLEY CAKE CASES,47,2023-09-26,0.52,10828,United Kingdom,24.44,2023,9,26,Tuesday,2023-09
537775,21977,PACK OF 60 PINK PAISLEY CAKE CASES,10,2023-11-06,0.46,10567,United Kingdom,4.6,2023,11,6,Monday,2023-11
539359,22197,SMALL POPCORN HOLDER,24,2023-04-06,0.72,11223,Germany,17.28,2023,4,6,Thursday,2023-04
538505,85099B,JUMBO BAG RED RETROSPOT,26,2023-11-27,1.35,10435,United Kingdom,35.1,2023,11,27,Monday,2023-11
538253,22720,SET OF 3 CAKE TINS PANTRY DESIGN,9,2022-03-21,4.87,10315,United Kingdom,43.83,2022,3,21,Monday,2022-03
536593,20727,LUNCH BAG BLACK SKULL,9,2022-12-08,1.51,10566,Switzerland,13.59,2022,12,8,Thursday,2022-12
539171,23084,RABBIT NIGHT LIGHT,27,2022-10-02,1.35,10847,Australia,36.45,2022,10,2,Sunday,2022-10
540458,21929,JUMBO BAG PINK POLKADOT,12,2023-11-08,1.46,11205,Finland,17.52,2023,11,8,Wednesday,2023-11
540443,22469,HEART OF WICKER SMALL,37,2022-11-18,1.26,10105,United Kingdom,46.62,2022,11,18,Friday,2022-11
540475,22469,HEART OF WICKER SMALL,14,2023-02-24,1.43,10972,United Kingdom,20.02,2023,2,24,Friday,2023-02
540512,21258,VICTORIAN SEWING BOX LARGE,45,2022-04-15,7.36,11077,Sweden,331.2,2022,4,15,Friday,2022-04
539889,22961,JAM MAKING SET PRINTED,46,2022-09-14,1.24,10653,United Kingdom,57.04,2022,9,14,Wednesday,2022-09
539659,20719,WOODLAND CHARLOTTE BAG,36,2022-03-22,0.77,11245,United Kingdom,27.72,2022,3,22,Tuesday,2022-03
536565,20719,WOODLAND CHARLOTTE BAG,17,2023-10-15,0.86,10782,United Kingdom,14.62,2023,10,15,Sunday,2023-10
538676,22961,JAM MAKING SET PRINTED,17,2023-04-02,1.32,10529,Italy,22.44,2023,4,2,Sunday,2023-04
539634,22726,ALARM CLOCK BAKELIKE RED,17,2023-02-01,4.46,10550,USA,75.82,2023,2,1,Wednesday,2023-02
537576,21930,JUMBO STORAGE BAG SUKI,17,2022-07-16,2.15,11259,Switzerland,36.55,2022,7,16,Saturday,2022-07
539847,23228,SPACESHIP LAMP,46,2022-11-16,2.59,10059,Germany,119.14,2022,11,16,Wednesday,2022-11
537058,84406B,CREAM CUPID HEARTS COAT HANGER,49,2022-02-25,3.38,10619,Finland,165.62,2022,2,25,Friday,2022-02
537817,22457,NATURAL SLATE HEART CHALKBOARD,27,2022-06-06,2.16,11178,Norway,58.32,2022,6,6,Monday,2022-06
537505,22175,GIN + TONIC DIET METAL SIGN,19,2023-04-25,2.32,10158,United Kingdom,44.08,2023,4,25,Tuesday,2023-04
537077,21064,WOOD S/3 CABINET ANT WHITE,1,2022-11-22,18.2,10361,United Kingdom,18.2,2022,11,22,Tuesday,2022-11
539232,23228,SPACESHIP LAMP,42,2023-08-06,2.15,11467,United Kingdom,90.3,2023,8,6,Sunday,2023-08
536855,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,2023-03-04,2.96,10393,United Kingdom,82.88,2023,3,4,Saturday,2023-03
537664,22457,NATURAL SLATE HEART CHALKBOARD,1,2022-11-14,1.98,11334,United Kingdom,1.98,2022,11,14,Monday,2022-11
537992,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,18,2023-05-09,1.39,10032,United Kingdom,25.02,2023,5,9,Tuesday,2023-05
540670,22144,FINISH LINE ENAMEL MUG,48,2023-11-03,1.04,10632,United Kingdom,49.92,2023,11,3,Friday,2023-11
538079,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,46,2023-08-05,3.66,10341,United Kingdom,168.36,2023,8,5,Saturday,2023-08
538367,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,2023-12-07,3.19,10550,Germany,54.23,2023,12,7,Thursday,2023-12
539345,21217,RED RETROSPOT MINI CASES,35,2022-10-12,0.75,10427,United Kingdom,26.25,2022,10,12,Wednesday,2022-10
536373,84997C,RECYCLED ACRYLIC BEAD NECKLACE,16,2023-10-06,0.9,10125,Germany,14.4,2023,10,6,Friday,2023-10
538962,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,20,2023-07-19,1.61,10673,United Kingdom,32.2,2023,7,19,Wednesday,2023-07
536559,21217,RED RETROSPOT MINI CASES,17,2022-02-04,0.77,10070,Australia,13.09,2022,2,4,Friday,2022-02
537245,85099B,JUMBO BAG RED RETROSPOT,27,2023-07-03,1.33,11175,Denmark,35.91,2023,7,3,Monday,2023-07
538983,22720,SET OF 3 CAKE TINS PANTRY DESIGN,10,2022-12-13,5.84,10290,Spain,58.4,2022,12,13,Tuesday,2022-12
540229,22457,NATURAL SLATE HEART CHALKBOARD,7,2022-12-12,2.12,10871,United Kingdom,14.84,2022,12,12,Monday,2022-12
538299,84406B,CREAM CUPID HEARTS COAT HANGER,44,2022-06-25,2.99,10192,United Kingdom,131.56,2022,6,25,Saturday,2022-06
539120,22382,LUNCH BOX WITH CUTLERY RETROSPOT,12,2023-11-11,2.99,11186,Canada,35.88,2023,11,11,Saturday,2023-11
536915,85123A,WHITE HANGING HEART T-LIGHT HOLDER,38,2023-08-16,2.36,10594,United Kingdom,89.68,2023,8,16,Wednesday,2023-08
539408,22382,LUNCH BOX WITH CUTLERY RETROSPOT,11,2022-03-18,2.19,10485,United Kingdom,24.09,2022,3,18,Friday,2022-03
538912,21212,PACK OF 72 RETROSPOT CAKE CASES,46,2022-09-27,0.61,10995,Netherlands,28.06,2022,9,27,Tuesday,2022-09
540687,22720,SET OF 3 CAKE TINS PANTRY DESIGN,20,2022-06-08,4.38,11174,United Kingdom,87.6,2022,6,8,Wednesday,2022-06
540000,23228,SPACESHIP LAMP,32,2022-06-13,2.42,11109,Australia,77.44,2022,6,13,Monday,2022-06
536652,22616,PACK OF 12 LONDON TISSUES,4,2023-05-02,0.82,10220,United Kingdom,3.28,2023,5,2,Tuesday,2023-05
539422,22629,SPACEBOY LUNCH BOX,36,2022-08-27,2.24,10111,Netherlands,80.64,2022,8,27,Saturday,2022-08
538332,22382,LUNCH BOX WITH CUTLERY RETROSPOT,49,2022-06-09,3.04,10825,Australia,148.96,2022,6,9,Thursday,2022-06
537380,21217,RED RETROSPOT MINI CASES,29,2023-12-16,0.78,10615,Netherlands,22.62,2023,12,16,Saturday,2023-12
537640,22961,JAM MAKING SET PRINTED,24,2023-11-08,1.64,10674,United Kingdom,39.36,2023,11,8,Wednesday,2023-11
540633,23209,LUNCH BAG GINGHAM DESIGN,12,2023-10-21,1.63,10060,Japan,19.56,2023,10,21,Saturday,2023-10
537527,22632,HAND WARMER RED POLKA DOT,26,2023-05-13,2.18,11332,United Kingdom,56.68,2023,5,13,Saturday,2023-05
540342,22632,HAND WARMER RED POLKA DOT,40,2023-05-02,2.04,11090,United Kingdom,81.6,2023,5,2,Tuesday,2023-05
537094,21064,Unknown Product,41,2023-10-28,14.39,10641,Canada,589.99,2023,10,28,Saturday,2023-10
539090,22423,REGENCY CAKESTAND 3 TIER,26,2022-12-26,11.43,11255,United Kingdom,297.18,2022,12,26,Monday,2022-12
539328,20719,Unknown Product,25,2023-09-22,1.02,11020,Switzerland,25.5,2023,9,22,Friday,2023-09
539664,85099B,JUMBO BAG RED RETROSPOT,21,2022-10-23,1.74,10005,United Kingdom,36.54,2022,10,23,Sunday,2022-10
537438,22086,PAPER CHAIN KIT CHRISTMAS DECORATIONS,2,2023-08-10,2.8,10159,Finland,5.6,2023,8,10,Thursday,2023-08
536921,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2023-03-26,0.63,11093,Japan,3.78,2023,3,26,Sunday,2023-03
536580,23209,LUNCH BAG GINGHAM DESIGN,21,2022-10-05,1.37,11137,Belgium,28.77,2022,10,5,Wednesday,2022-10
539504,20727,LUNCH BAG BLACK SKULL,8,2022-12-28,1.44,10309,United Kingdom,11.52,2022,12,28,Wednesday,2022-12
538168,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,38,2022-12-28,2.83,10218,Australia,107.54,2022,12,28,Wednesday,2022-12
537244,23166,MEDIUM CERAMIC TOP STORAGE JAR,40,2023-05-13,1.19,10914,United Kingdom,47.6,2023,5,13,Saturday,2023-05
537467,23084,RABBIT NIGHT LIGHT,48,2023-03-16,1.54,11064,Japan,73.92,2023,3,16,Thursday,2023-03
539848,21217,RED RETROSPOT MINI CASES,26,2023-12-28,0.86,10779,United Kingdom,22.36,2023,12,28,Thursday,2023-12
540265,22961,JAM MAKING SET PRINTED,8,2023-06-05,1.4,11252,Finland,11.2,2023,6,5,Monday,2023-06
537761,85123A,WHITE HANGING HEART T-LIGHT HOLDER,30,2023-06-13,2.3,10742,United Kingdom,69.0,2023,6,13,Tuesday,2023-06
540267,22726,ALARM CLOCK BAKELIKE RED,49,2023-07-30,3.4,10022,France,166.6,2023,7,30,Sunday,2023-07
539120,22720,SET OF 3 CAKE TINS PANTRY DESIGN,14,2022-05-19,5.78,11251,Germany,80.92,2022,5,19,Thursday,2022-05
540785,21930,JUMBO STORAGE BAG SUKI,38,2023-11-19,1.82,10572,Netherlands,69.16,2023,11,19,Sunday,2023-11
